"E svašta.  Da mi je znati tko je ovu listu sastavljao? Od svih navedenih, možda su trojica tipa Vincenta Casella i Jay Z (Jay Z prednjači ) u kategoriji ""ružnjikav"",  a po kojim kriterijima ste tamo strpali ostale, tko će ga to znati?  Robert Downey ili Jason Statham ružnjikavi?? Ovaj prvi ima ljepšu facu od svih hrvatskih glumaca na jednom skupu, a o drugom ne treba ni govoriti- taj je pak The Muško. Christopher Meloni? S onakvim prekrasnim očima..pa ne može biti ružnjikav ni u alkoholnom ludilu. Mislim da je ovo pisao muškarac koji ne razlikuje bi boje, ni oblike.",2
"Još nije 1. april, ovo ću da shvatim kao šalu....",2
Bolje i ovaj prizor nego da se tuku .zivila ljubav i sex,2
U osmom tjednu mu se počinje razvijati domoljublje.,3
"Pizda vam materina pokvarena, gdje je sad bila policija da reagira na iskorištavanje dječice??!!!",3
...a ovdje si velka faca ...:-),2
"Fb i sluzi za zajebanciju.. Sta je tu lose, slikama iz djetinjstva srca poljevanjem vode i slično..??? Drustvena je to mreža i radi se sta hoce.. Bolje tako nego vrijedanja ponizavanja, i slično..",2
"baš me zanima kada će vlada donijeti zakon o zaštiti svoji građana od vlade, političara, i inih umišljenih veličina",1
Mora da su mu zadnje srce ugradili sa rasprodaje iz Konzuma .   phu p. m.,1
"Cuj tooo on je plakao,a gadan ko noc pa sta je ona trebala onda kad se morala udat za tu karikaturu",3
Pazi njega!!! On komentira kako ona hoda i gleda u telefon - HLADNO. Alo momak a što ti radiš za to vrijeme dok slikaš nju? Ubi se pomažući ranjenima? Heklaš? Ajmo biti realni i malo manje licemjerni.,3
"tako je vratit te se, da bi kolinda imala vecu placu i da bi mogla bolje i vise ici na ""poslovne"" sastanke u sjedinjene americke drzave a vi tu trunite tko vas jebe. i treba svaki mladi covijek otici u drugu drzavu koja ce mu pruziti ono sto mu treba, kad njegova drzava nije to u mogucnosti",3
Dokle je god mafija u loži bit če nereda na tribinama!!!,3
"No kaj sad pa svima je jasno da,ako se marihana legalizira,došlo bi do kolapsa  farmaceutskih industrija po svijetu....To i nije neka novost,a ovaj mladic samo je jedan u nizu kojeg je ta plemenita biljka izljecila i za koju ti ne treba dopunsko zdrastveno!!",1
Zove se Saddam Husein.  Ne morate  otvarati članak,3
"Slobodno dođite na KBC i vidjet ćcete koliko se ljudi bori za taj isti život, nije on izuzetak..a ova slika, čovjek spava, kao i većina pacjenata koji provode sate na dijalizi, kako bi brže prošlo vrijeme..-.-",2
oni nisu svoju zemlju opljackali ka nasi DOMOLJUBI svoju vlastitu pa je i normalno da imaju tolike dnevnice,1
"Doći će 100 prosvjednika i 50 alkoholičara po običaju ,a kad bude riječ o pederima onda će biti sto tisuća najmanje. Treba nas ograditi žicom i upaliti benzinom.",3
Oni su napaljeni(i pretpostavljam fuj i negativci)a ovaj voajer koji zuri u tuđe balkone je ok!,2
"Mala je provokator u službi svoje mame,policajac na visini zadatka",3
"škole i bolnice se raspadaju,ima ljudi kojima nije ni vodovod dostupan a taj majmun gradi jebene fontane..bogtejeboludi",1
"monstrum. kad sam cula da je imao 7 transplatacija srca mi se zgadio zivot... da nema neke institucije koja kontrolira transplatacije, da niti jedan ljecnik/bolnica koji su proveli operacije nisu nista prijavili. ocigledno je imao novaca za platiti 7 ljudskih zivota...",2
"Promašena tema prosvjeda, ovaj narod je stvarno ispranog mozga, trebaju prosvjedovati da Todoriću ovrše sve što ima i od toga najprije podmiri dug prema dobavljačima, zatim prema državi a onda prema bankama, ima i više nego dovoljno za podmiru svojih dugovanja!!!",1
Na krivom sam ja faxu bila. Meni je zao da nisam studirala medicinu pa onda plasticnu kirurgiju pa da derem lovu na ovakvim glupacama.,3
"mi imamo divnu Vladu HDZa i MOSTa pod patronatom svete gospe KATOLIČKE CRKVE koji paze da ne postanemo prebogati i da ne postanemo oholi, a siromašni Hrvati vole biti mučenici i patnici  jer to je direktna karta za raj !!! pukni munjo i dobro pogodi !!!",3
Ako je ovo sexy guzica...onda 99 posto 65 godisnjakinja ima sexy guzicu Cura je lijepa...i super da zaradjuje na tome sta je debela...sto postoji trziste za nju. Al reci da nije debela je laz. Isto tako valja napomenuti ako ona sa 24 god izgleda ovako...kako ce izgledati nakon 2 djece i sa 45 god. Nitko me ne moze uvjeriti da je zdravo da 24 godisnje cure ovako izgledaju Velika je razlika izmedju toga kako ona izgleda i pravih zena koje nisu mrsavice poput monike belluci  Ovo je debelo i tocka,2
"Ja ne znam koliko nisko moraš past da ljude naslikavaš dok idu na šišanje... UOPĆE NIJE BITNO jel u pitanju Todorić, Tito, Plenković ili Lady Gaga... Jedno je pisanje stvari kakve jesu a drugo je naprasno izrugivanje... Taj koncept u glavi ne mogu skžit jednako kao i onog Batarela ili Markićku... ovo je druga krajnost debilizma.",3
"Vidio sam reklamu da KONZUM trgovine slave 60 godina postojanja. U reklami svi nasmiješeni, roba posložena po špagi voće čak i svježe, jebote led ko u čitanci POZNAVANJE ROBE za trgovačku školu, peciva tek ispečena jestiva ( NE BLIJEDA) u izlogu. HARMONIJA jebote. Dođeš u KONZUM u Zagrebu gledaju te kao DA BUREK NA GLAVI NOSIŠ.Aj pitaj nekog nešto, BOJIŠ SE strah te je. KOLIKO DOĐE KILA BANANA? JEBOTE NISAM TI JA APARAT ZA CIJENE! Majmune.Ne kaže ti to al vidiš mu po izrazu lica da to MISLI.Dakle ovako,  Ili sam ja tako loš u MATEMATICI ili sam GLUP ili mi je logika ošla u k....c da prostite ali Todorić je rođen 1951. godine u Zagrebu. Podvukao ja na papir ispada da ima 66 godina. Da nebudem lijen unesem ja podatke u mobitel u digitron pa izračunam. BRAT BRATU Todorić je sa 6 godina jebote led otvori0 KONZUM, jebote sa 6 GODINA je on postao tajkun.Mislim si jebote Betoven on sa devet skladao opere ovaj sa šest već u Gajevoj kupovao UKRAINKE za sex. Ja sa šest išao u vrtić brojao na engleskom do 10 mislio sam da sam Einstein, a Todorić već 10 dućana nabrojao na prste jedne ruke. Jebote svaka mu dala. Ja sa šest godina mislio da mi pimpek služi za zaljevanje cvijeća pola ulice bilo ludo na mene zapišao im sve fasade. Sa šest godina jebem ti nisam znao sam do trgovine on je lanac trgovina otvorio. JEBOTE ko tu koga sada laže?????",1
Sta to znaci pre stara si?!?!? Pa nije na slici tereza kesovija  pa da se tako utegla... volim te izraze stara si. Koja moja teta od 40 godina isla na klizanje i slomila ruku i isto tako malo si pre stara za klizanje. Ma o cemu viiii. Ko dobro izgleda i moze se nosit s tim neka slobodno...,2
"Svakim danom i morbidnim izjavama ""precjednice"",Plenkija,ministara plagijatora ili ovog jebivjetra vraćamo se pola tisućljeća u prošlost.Začas ćemo i inkviziciju uvest,jebem te svemiru!!!",3
"Ja iz dana u dan se ne mogu iznenadit glupostima koje citam...kamo ide ovo sve...ne brine se za ljude u svojoj drzavi, al bitno da se ona nasetava po drugim drzava i prosipa maglu...u dvije godine mandata nista korisno za nas nije napravila...samo pretace iz supljeg u prazno...jedva cekam nove izbore da je uredno skinemo sa trona u kojem je samo sebi pomogla...",1
"E sad...da je to baka od 60 i koju onda bi to bilo spektakularno, ali zena ima 47 godina i igrom slucaja i ona i njena kcer su rano postale majke, pa je samim time i ona rano postala baka. Neke zene u toj istoj dobi tek postaju majke, izgledaju ko avioni, pa im svejedno ne pridajete paznju.",2
"Sta se ceka na ulice jedan kamiondzija ucjenjuje cijelu Hrvatsku.Spasavaju radna mijesta gdje su bili za Sisacku rafineriju,Torpedo,Harteru,Borovo.......",1
"Ovo je sramotno da se životinje tako muče!! Dotični neodgovorni sigurno dobiva lijepe novce ""po grlu životinje"", i ubire novce od prijavljenog OPG-a za uzgoj konja, a izgladnjuje životinje. Nadam se da će neke nadležne institucije djelovati i da će dotični biti ""pravedno"" kažnjen.",2
"Ova sugava drzava brine samo o lopovima ubojicama i ostalim olosima koji su je pokrali a vas gradani koji nemate za kruh , koji nemate posao ,koji imate posao ali đaba vam to kad ne dobijte placu tko vas jebe jel ?? Dao bog da se srusila sutra ova lijepa nasa drzavica""",1
Toliko me zainteresirala sad ova vijest da sam osjetio snažnu bol u predjelu kurca.,3
"Ministre, uskoro ćeš i ti imati priliku otići na burzu rada, pa ćeš vidjeti kako je to. Uskoro, kad ode i zadnji radno sposoban stanovnik Hrvatske, neće biti nikoga koga ćete guliti, na čijoj ćete grbači živjeti i tko će vam zarađivati plaću koju ne zaslužujete.",3
Jel se može dobit adresa da joj pošaljem 29dkg tirolske i pol kruha,2
"Bravo ministre, ukinimo i medicinski studij kao i studij filozofje. Koji će nam ku... ovi glupi doktori. Ispovjediš se i umreš od ulale plući ko u srednjem vjeku",3
da bog da propali u ponor pakla !! jebo ih onaj ko im da glas na izborima ...lopovi i kriminalci koji stite mafiju i sve olose u ovoj drzavi ! ko im vjeruje raj ni normalan!,3
"Cek pa ona je dobila nekakvu krunu ne kontam kaj?!?! Koja je bijesna od njih dvije nis ja to ne kuzim, o jbm. ti sve sta ja to uopce otvaram index ionako nikad nije znao neku normalnu vijest lupit...",3
Svaka koja bezosjecajno komentira na tu temu glupa je do bola...pa nek se malo informira kako zene pate... ako njima nista nije neka bolje onda sute.,2
Pusite kurac vi ste prvi govorili da ce bit prekida iako se nije oglasila ni torcida ni neka druga skupina...novinarska guba,3
"JADNA joj majka...dođite da Vas opljačkaju, pa se praznih džepova vratite nazad u Svedsku.",1
Vama koji osuđujete roditelje zbog odgoja pitanje: Mislite da roditelji odgajaju djecu da bi sutra ubili njih ili bilo koga !? Ili još nemate djece ili su još jako mala ! Sjetite se svojih komentara kad vam djeca dođu u pubertet !,2
"Gledajte, placite i dalje sjedite doma i nemojte se buniti...tako nam treba...nadam se da ce ga jos nekako i dodatno nagraditi",2
"Spodoba koja je uvela razdeljnike, pa su ljudi placali grijanje vise nego prije, pa cak i u stanovima gdje nitko nije boravio dobivali su ogromne racune.Lazljivica ofucana!",1
"Dijaspora KGK dozivljava kao performera, kada je tu malo se slikaju s njom ono reda radi, susret, vecerica, tamburica I tako to. Vec iduci dan kao da ni ne postoji. Nitko niti nju niti hr politicare dozivljava I shvaca za ozbiljno. Nije dijaspora bas tako blesava.",1
Trgovci rabljenom plastikom?,2
Ima pravo ministrica novinari je silom donijeli na pozornicu i nisu joj dali da siđe,2
"Član 111. Stav 12. Zakona o internetu ( sluzbene novine RH 23 / 16 ) navodi slijedeće : "" kaznom u iznosu od 50.000 kuna kaznit će se urednik, moderator, administrator ili svaka druga odgovorna osoba objavitelj web sadržaja koja u javnosti putem internetskih provajdera objavi krajnje nebitan, sa elementima  neistina,  ili po općim standardima prilično glup sadržaj """,3
"Gospodine Kujundžiću, bilo bi nam bolje svma da ste otišli u svećenike. Eto tako!",3
"Sad sam i ja konačno shvatio Vakulu . Snijega će biti i nagli pad temperature , a možda i neće . Biće kišovito i vjetrovito , osim ako kiša ne bude padala i ne puše vjetar . Biće sunčano u cijeloj Hrvatskoj , osim ako se oblaci ne pojave i ne sakriju to isto sunce . U skladu s tim i ja dajem svoj mali doprinos za utakmicu Hrvatska - Ukrajina . Odgovorno tvrdim da ćemo pobijediti , osim ako nas Ukrajina ne iznenadi i pobijedi , odnosno ako nam ne uzme bod .   phu p. m.",1
"Zašto ne, znam da bi se protiv ovoga najviše bunile one koje nikad nije boljelo, ali ne znači da nikad neće, posebno nakon poroda zna početi boljeti one koje nije nikad, ali uvijek ima žena koje su najveće kučke jedna prema drugoj nažalost.  Nikad nisam imala neizdrživih problema, ali znam cure koje su padale u nesvijest, završavale na hitnoj, ali pretpostavljam da  i te glume, baš je lijepo završavati na hitnoj i infuzijama, lol.",2
"Ne vidi se razlika izmedju zene i kceri i to je zbilja bezveze. Kcer mu izgleda ko da ima 40 pa neznam koje to mlade curicke bas zele. Mozda je modni izricaj bitan,ali i ova se oblaci kao starija gospodja  i zbilja lici na titinu jovanku.steta za curu,pa da je kcer od neznam koga.",3
"Novinaru daj ti meni pravog srbina da čujem šta dobroga radi i čime se bavi, a ove kokošare sa slike spoji sa onim kreletom kelemincem nek se poubijaju na nekom poljančetu. ......Novinari, najveće zlo balkana :-(",3
"sirotica neka, pogle kaka je uništena od pranja suđa, bašte, rmbačenja zadnjih 50 godina ... mršupičkumaterinu neradničku",3
BIĆE SMO JOJ PLATILI LIPOSUKCIJU A DA I NEZNAMO AHAHHAHA,2
"Andreja,ovo je čisti promašaj u odgoju,ili još gore poticanje malog princa da bude jak i zajeban kako bi valjda seljačkim mozgovima djeteta odraslo u jakog mladića kojega nitko neće zajebavati.  Pa dali je moguće da roditelji nikada nisu znali što mladić osjeća i piše na milijunima javno dostupnih  u mreži???Od kuda Mercedes šmrkavcu čiji tata specijalac radi za 5000 kn. Molim te,ja sam odrastao u Zagrebu u Španskom gdje mi je cijela ekipa u jednom trenutku 90tih završila na šprici,i to mislim cijela ekipa. Nakon toga su došle krađe od kuće pa po dućanima pa teza kriminalna dijela i nažalost nekih danas nema među živima. Ja sam se volio zabaviti i opustiti kao i dečko do mene.znaš što me držalo podalje,jebeni strah i poštovanje od roditelja. Dakle strahopoštovanje koje danas sve ove new age idiotske UNICEF i slične lupetarije da se djeca moraju pustiti da se izraze,da im se ne smije reći ne i slično. Da je više strahopoštovanja danas usađeni u omladinu manje bi se ovoga događalo. A da je teško odgajati i uspjeti napraviti čovjeka slažem se sa tobom,to je najteži zadatak pred osobom u cijelom njegovom životu",3
"U Hrvatskoj smo svi ""superljudi"" jer se uspijemo aj nazovi ""prehranit"" od jadnih plaća, a uz to platit i sve režije, a zlu ne trebalo kupit i koji lijek :(",2
ACDC na majici a slusaju se cajke,2
"članak neću čitati. ali ako je zaista ministar to rekao, ako netko zlonamjerno nije izvadio navedenu misao iz konteksta, molim momentalni odstup sa ministarske funkcije, jer onaj tko ne vjeruje u svoje liječnike, taj ne može ni obnašati tu časnu funkciju.",1
"Nemam ništa protiv svećenika, dapače. Ali, pitam se, razmišlja li ministar koliko je otišlo doktora, a koliko svećenika u bijeli svijet jer ih se ovdje ne cijeni dovoljno?! Davati ovakve izjave kao ministar zdravlja je suludo, ako ne i glupo.",1
Hahahhahhahhahhahaha molimo da se objavi ime pocinitelja da se poklonimo kralju :),3
I anki rok trajanja završio u Gunji za 1.700 eura po kvadratu za obnovu kuća .,1
"Tko god se vozi u nekim zimskim mjesecima autocestom moze zakljuciti koliko je neisplativa vec sada. U usporedbi sa drugim europskim zemljama ceste su puste,nesto malo kamiona i auta,pa mi nemamo ni proizvodnje,ni gospodarstva koji mogu isplatit ovu autocestu.Cekaju lito da oderu turiste i to je to.Jadno i bijedno. Umjesto da nizim cijenama potaknu sto veci promet autocestom ,oni poskupljuju.Jadna i bijedna politika!!!",1
"Vi ""brizne majke"" koje ste bas nasle mjesto gdje cete se hvaliti kako ""se vama to ne moze dogoditi""samo jedna poruka : Nemojte previse pametovati, jer nikada ne znas sto te ceka u zivotu"".",3
PRODAJEM OGULINSKO KISELO ZELJE,2
"Oće kurac. Boli ikoga već navedena stvar za rat. Ljudi nam odoše u Njemačku, Austriju i Irsku. Nitko pametan ne mari ni za ustaše ni za četnike.",3
"Nažalost većina je na to primorana a ne zato što to želi. Oni koji i rade ne mogu dovoljno zaraditi za svoje osnovne potrebe a kamoli da imaju djece.Ono sto je nekad bio srednji sloj radnici sada je taj isti stednji sloj lječnici,odvjetnici itd a obicni radnici su siromasi.Za normalan zivot morate imati bar 12000kn primanja sve ispod toga je prezivljavanje.",3
"Naravno da će biti tako,zato je i gurnuo svoga sina Marića u politiku da pripremi teren...sta da se kaze...glasajte i dalje za one koji dizu cijenu,plina,struje,cestarina i poreza ,za one koji njemo promatraju ono najgore ,a to je bukvalno bjezanje iz tamnice mladih i obrazovanih ljudi koji traze spas u zapadnim zemljama,naravno da će opet građani koje su opljackali Todorić i takvi sve opet platit!",1
"Kretenu kamenjarski, ne može svaki put biti sve izvučeno iz konteksta.  Dakle, čoban si s odurnim naglaskom, facom i još odurnijom, seljačkom frizurom. U normalnoj državi bio bi razriješen dužnosti u 25. sekundi.",3
Obje su baš lijepe. Svaka na svoj način. Njihova mladost je lijepa.,2
Da ode mogu normalno zivit sami i radit za postenu placu mozda bi se i vratili,2
kad si zadnji put sreo inteligenciju ?,1
Koja je razlika.glupa jedna glupa druga.samo lijeva radi stetu svima.a desna samo sebi i nekima.,3
Vidim da joj je stilski uzor Jovanka Broz,3
Ja bih radije ljetno vrijeme cijele godine.   Ako bi i zimi ustajali nešto ranije iskoristili bismo više svjetla po danu.,2
"Jbg momak nije iz društveno prihvatljive obitelji da bi dobio uvjetnu kaznu,više će onaj Komsic sto je izmasakrirao curu imati olakotnih okolnosti,od ovog huligana!",1
"A šta će joj šminka, toliko je plastična i puna botoxa da bi već trebala nositi oznaku PAZI ZAPALJIVO na čelu. Užas koja psiho nakaza.",2
"Coric ispred Andrijasevuca je cista lakrdija. Cestitke na sinocnjoj pobijedi. Takticki smo odigrali sjajno. Izmjene su opet dosle prekasno i srecom nas to nije skupo kostalo s obzirom na evidentni pad u zadnjih 20 min. Ne mozes igrati presing i nametnuti tako visok ritam igre, a prvu izmjenu napravit 10 min prije kraja utakmice. Gospodin Cacic ima super kvalitetnu generaciju i sve osim izravnog plasmana na SP bila bi strasna sramota. Tesko se moze vidjeti njegovo ne znanje kad imas ovako kvalitetne igrace koji su jos pri tom odlucili ovako hrabro i pozrtvovno braniti boje svoje domovine. Ako je to Cacicevi djelo i na tome mu treba cestitai. Ipak Leskovic i Plivaric,koji je jucer odigrao cak i dobru utakmicu, ali najvise zahvaljujuci Manzukicu, nemaju sto trazit u reprezentaciji. Znam da smo deficitni na poziciji lijevog beka ali ipak cemo se svi sloziti kako na toj poziciji ipak ima boljih alternativa, a jedna od njih je sigurno Leovac. Obrambeno je daleko bolji sto i nije tesko kad ti je konkurencija Plivaric. Leskovic nije vrijedan spomena, mislim da ni sam Cacic ne zna zasto ga je zvao, ali zato zna Mamic i mislim da tu ne treba vise nista dodati. Po meni se tu jos mora naci mjesta ponajprije zs Andrijasevica i Santinija, a onda i za Pasalica. Barem sad za Eatoniju im je morao dati sansu jer s tim vi dobio, odnosno provjerio sto momci mogu. Ali jbg. Gazda neda jer se Coric mora prodati...ne treba vise nista dodati.",2
"Ak vam je to normalno izađite na izbore i glasaje za njih.ev prilika da podržite takav bahati  čin ponašanja pruža vam se 21.5. Ove godine. Mnogi će reći lokalni izbori ne mjenjaju ništa.itekako mjenjaju jer najprije se treba počistiti u svojoj kući . Ali igleda da mi hrvati patimo od štokholmskog sindroma : ak te bolje jebu i izrabljuju boje si za njih.zato se nemojte buniti.jer ste glasali za onog tko vas je opkrao.ti domoljubi veliki su razorili hrvatsku više nek četnici tito i nacisti skupa.pa gospodo draga samo naprjedi i slobodno im dajte podršku. Svatite poskuljenje plina ,struje,poreze na nekretnine kao njihovu predizbornu kampanju.",3
"Draga Gospođo Kolinda pa gdje ste vi živjeli i radili i što ste radili do prije par godina,niste radili nikada ništa,kao ni nitko u vašoj obitelji,ja za 8 mjeseci rada u svojoj struci u Toj dalekoj Švedskoj zaradim toliko novaca da 3 godine u lijepoj našoj ne radim ništa i glumim gljivu i pretvaram se da nesto radim da moji seljani ne misle da sam bogat,mi smo u Eu,da li znate draga Gospođo koliko traje let avionom iz Zagreba do Švedske,zaboravio sam da imate privatni avion,pa nemate pojma,inače iz Beograda let traje 2 sata i 10 minuta,znam zato što je 4 puta rentabilnije i za novčanik i psihu nego iz Zagreba,po što i zašto bi trebali ljudi izvana dolaziti u Hrvatsku,baš po ništa,imam troje djece i jedva čekam da ih iselim iz ovog smjeha od kvazi-države.Kad odu da konačno zapalim sve što imam i zauvijek zaboravimo ovu nočnu moru",3
Treba bojkotirati i ne kupovati u njegovim trgovinama ali to nije moguće jer smo mi sjeban narod,1
Sramoti i drzavu i sebe di god se pojavi..,1
To je jedini čovjek koji je imao muda HDZ-ovcima sasuti istinu u facu itd....,3
"Ako obeća da neće više NIKAD ubiti rođenog oca i rođenu majku ,treba mu smanjiti kaznu i na kraju ga treba osloboditi,,ali samo ako čvrsto obeća to",2
"Nikakve koristi od toga nema,namjera je bila da se ljetnim računanjem vremena poveća produktivnost na radu i ostvari ušteda el.energije između ostaloga. Takvi efekti su izostali,ali je ova glupost koja narušava čovjekov bioritam i šteti zdravlju,nažalost,ostala.",2
Ma jebem li vam milu majku jel dosta više sranja po predsjednici  stoko jedna seljačka pa vi joj niste ni do koljena ma stavite svoje fotke pa da vidimo tko ste i kako izgledate bagro jedna smrdljiva,3
"Kolindi je sve splet nesretnih okolnosti - kad se slikala s ustaskom zastavom, kad je digla noge na stol u javnosti, sponzorirala svecenike u organizaciji ""ginekoloskog"" kongresa, prijateljevala s Mamicem, slikala se ko turist pred Bijelom kucom (o nasem trosku naravno)... Jadno ponasanje za nekog na njenoj funkciji :(",1
"Ovi blokirani bi trebali izići na ulice. Ako sami nešto nepoduzmu, ni Bog  pomoći neće. Ova vlada je izabrana od onih koje štiti(kriminal)  Rumunji su napredniji od nas i to su pokazali.",3
"Govna komunistička udarite po ovoj kravi što se slika u dresu Srbije a iskažite poštovanje prema presjednici .Ona je prava dama i to zaslužuje.A i slika sve kazuje   , zar ne? Osim što ste vi ,velika većina vas   gejevi pa nevolite lipe slike  žena.Velika većina tih što blate presjdnicu su članovi onih pederskih udruga!!!!!",3
"Ministar zdravstva Republike Hrvatske u 21. stoljeću. Spašavaj se ko može""",1
"Daleko je ona od Kim Kardashian. Kim je normalne građe i ima obline, ova je debela, ovo nisu obline nego salo. Cura je jedino slatka u licu, ali svatko normalan vidi da je ovo debelo, a ne savršeno.",2
